Language,Cleaned_text
Spanish,desarrolla sitio wikipediaorg haciendo uso software wiki trmino originalmente usado wikiwikiweb
Spanish,wikipedia recibido diversas crticas
Spanish,acusado parcialidad sistmica inconsistencias crticas poltica proyecto enciclopdico favorecer consenso credenciales proceso editorial crticas centradas susceptibilidad ser vandalizada aparicin informacin espuria falta verificacin aunque estudios eruditos sugieren vandalismo general deshecho prontitud
Spanish,ediciones diecisiete superan artculos ingls cebuano sueco alemn franc neerlands ruso italiano espaol polaco samareo vietnamita japons chino rabe portugus ucraniano
Spanish,nota buena parte ediciones idiomticas est disponible ser utilizada offline distribuida dvd u soportes
Spanish,muchas ediciones sido replicadas travs internet mediante espejos dado origen enciclopedias derivadas bifurcaciones sitios web
Spanish,wikipedia sido criticada exhibir sesgos sistmicos sujeta manipulacin giro temas controvertidos edwin black criticado wikipedia presentar mezcla verdad verdad medias falsedades
Spanish,wikipedia tambin sido criticada prejuicios gnero particularmente versin ingls mayora editores hombre
Spanish,embargo realizado maratones edicin alentar editoras aumentar cobertura temas relacionados mujer
Spanish,facebook anunci ayudara lectores detectar noticias falsas sugiriendo enlaces artculos relacionados wikipedia
Spanish,youtube anunci plan similar
Spanish,sitios web m populares segn clasificacin alexa enero revista the economist coloc decimotercer lugar m visitado web
Spanish,publicidad est alojado fundacin wikimedia organizacin estadounidense fine lucro financiada principalmente travs donaciones
Spanish,wale cita ensayo uso conocimiento sociedad escrito economista filsofo escuela austriaca premio nobel economa friedrich hayek ley estudiante central pensamiento acerca cmo gestionar proyecto wikipedia hayek argumenta informacin est descentralizada cada individuo solo conoce pequea fraccin conoce colectivamente resultado decisiones toman mejor aquellos conocimientos locale lugar autoridad central
Spanish,wale reconsider ensayo hayek dcada mientras leyendo movimiento cdigo abierto abogaba distribucin gratuita software libre
Spanish,particularmente conmovido ensayo catedral bazar escrito fundadores movimiento eric s raymond adaptado m adelante libro
Spanish,wale afirm ensayo abri ojos posibilidades colaboracin masiva
Spanish,marzo jimmy wale cre nupedia proyecto enciclopedia libre basado ambicioso exhaustivo proceso revisin pares diseado hacer artculos calidad comparable enciclopedias profesionales gracias participacin eruditos principalmente doctorandos acadmicos propona colaborar modo remunerado
Spanish,proyecto apoyo econmico empresa bomis fundada wale administrada junto compaero colaboracin richard stallman propuso cambio licencia pblica general gnu antigua nupedia open content license
Spanish,larry sanger doctor filosofa conoca anteriormente wale mantener l discusiones filosficas internet contratado convirti redactor jefe nupedia
Spanish,debido lento avance proyecto cre wiki usemod vinculado nupedia cuya finalidad inicial agilizar creacin artculos forma paralela pasaran sistema revisin expertos
Spanish,existe cierta polmica fundadores nupedia quin propuso originalmente idea usar wiki jimbo wale si larry sanger bien tercera persona caso xito aquel pequeo proyecto paralelo wikipedia acab eclipsando nupedia dej funcionar
Spanish,proyecto wikipedia inici enero
Spanish,artculo m antiguo puede encontrarse wikipedia uuu creado enero versin inglesa consista tres enlaces hacia sendos artculos reino unido unidos uruguay
Spanish,larry sanger pa colaborar wikipedia trabaj activamente organizacin directrices proyecto march desacuerdos wale
Spanish,ao wikipedia abarcaba idiomas finale
Spanish,wikipedia nupedia coexistieron extincin segunda
Spanish,embargo posibilidad utilizar publicidad wikipedia provoc reaccin parte contribuyentes wikipedia espaol motivo llev creacin enciclopedia libre universal espaol febrero
Spanish,episodio podra haber impulsado vez determinacin utilizar publicidad creacin fundacin wikimedia cambio nuevo url
Spanish,iniciado varios proyectos enciclopedia formato wiki gran parte bajo filosofa diferente apertura modelo editorial punto vista neutral desarrollado wikipedia
Spanish,ejemplo wikinfo portales web requiere punto vista neutral permite investigacin original
Spanish,tambin nuevos proyectos inspirados wikipedia citizendium scholarpedia conservapedia knol google aspectos fundamentales wikipedia abordan manera diferenciada polticas revisin pares investigacin original publicidad comercial
Spanish,septiembre wikipedia alcanz milln artculos idiomas
Spanish,versin ingls super millones artculos convirtindose enciclopedia mayor nmero artculos historia superando aspecto yongle dadian sostuvo rcord varios siglos
Spanish,debido popularidad sencillez oxford english dictionary considerado introducir trmino wiki
Spanish,octubre wikimedia anunci lanzamiento wikipedia zero iniciativa permitir acceso gratuito mvil datos wikipedia pas tercer mundo travs colaboraciones operadores telecomunicaciones mviles
Spanish,palabra wikipedia nombre propio acuado larry sanger principios contraccin wiki tecnologa crear sitios web colaborativos procedente vez wikiwiki rpido hawaiano encyclopedia enciclopedia ingls
Spanish,nombre pronuncia ingls wkpidi i afi wkipidi afi
Spanish,wikipedia espaol creada meses despus hered nombre
Spanish,tras votacin realizada septiembre noviembre parte usuarios decidi seguir mismo trmino
Spanish,votacin barajaron siguientes nombres orden popularidad librepedia huiquipedia uiquipedia giquipedia viquipedia iquipedia velozpedia limonpedia gisquipedia velocipedia
Spanish,tambin usaron nombre wikipedia idiomas ordenados segn iso alemn bretn corso dans euskera filipino finland gallego neerlands indonesio island italiano nauruano noruego polaco rumano siciliano somal suajili sueco
Spanish,lista grafas alternativas usadas nombrar wikipedia diferentes ediciones nota cada asterisco denota referencia respectiva mltiple adopcin lingstica
Spanish,inicio wikipedia utilizado diferentes marcas corporativas
Spanish,elemento comn toda esfera escrita elemento central simbolizando mundo conocimiento
Spanish,adopt concurso internacional dibujo esfera incompleta conocida globorompecabezas compuesta piezas rompecabezas varios colores enlaces azul pertenecientes distintas escrituras mundo simbolizando a condicin obra construccin wikipedia
Spanish,diseo gan concurso internacional sufri modificaciones ser aprobado logo oficial principalmente eliminacin color reemplazo enlaces grafemas diversas escrituras mundo
Spanish,denuncia diversos errores inconsistencias smbolos incluidos globorompecabezas posibilidad disear imagen animada fotorrealista impuls diversos editores wikipedia debate posibilidad realizar modificaciones elemento grfico
Spanish,consecuencia tras labor realizada travs iniciativa fundacin wikimedia junto mile voluntarios modificar interfaz enciclopedia dibujo globorompecabezas reemplazado modelo tridimensional smbolos piezas rompecabezas reemplazados principalmente aquellos constituyen primer grafema palabra wikipedia distintas wikipedias existen mundo
Spanish,aadidura cambi tipografa elemento denominativo wikipedia enciclopedia libre usar fuente abierta linux libertine excepcin w inicial mantiene fuente hoefler text constituye tambin smbolos oficiales
Spanish,cada wikipedia segn idioma autnoma facultades elegir marca identifique
Spanish,partir toda adoptado bsicamente misma elemento denominativo wikipedia the free encyclopedia wikipedia enciclopedia libre traducido idioma escribe cada
Spanish,marcas sido realizadas voluntaria gratuitamente usuarios wikipedia derechos pertenecen fundacin wikimedia
Spanish,existido existen muchas enciclopedias lnea compitieron wikipedia microsoft encarta encyclopdia britannica embargo ninguna logrado mismo xito wikipedia
Spanish,wikipedia busca crear resumen conocimiento humano cada tema cubierto enciclopdicamente artculo
Spanish,terabyte espacio disponible puede abarcar m temas cualquier enciclopedia impresa
Spanish,grado exacto forma cobertura wikipedia encuentran constante revisin parte editores desacuerdos infrecuentes tal demuestra controversia eliminacin contenidos
Spanish,segn estudio realizado revista nature wikipedia alcanzaba enciclopedia britnica calidad aunque existe controversia asunto
Spanish,adems contenidos estn disponibles formato impreso
Spanish,estudio realizado universidad carnegie mellon palo alto research center mayores categoras artculos wikipedia ingls julio enero arroj siguientes resultados visualizacin artculos fundacin wikimedia redise interfaz tema tapiz conoce vector creado
Spanish,actualizacin aos atrs exista interfaz clsica conocida monobook limitadas caractersticas
Spanish,dentro interfaz existen variedad mandos usados navegar editar pginas
Spanish,ejemplo buscar ir enlaces ampliar imgenes sitios web
Spanish,adems mediante pestaas pueden navegar interaccionar colaborar pginas
Spanish,aunque actividades mantenimiento ocultas usuarios registrados proyecto
Spanish,editar artculo recurre cdigo wiki caja texto travs pestaa editar siempre est disponible caso alguna prevencin vandalismo
Spanish,mandos asemejan clsico html ejemplo enlaces usan corchetes signos iguales ttulos puede dar mala impresin aquellas persona conocimientos informtica
Spanish,octubre wikipedia abarcaba ediciones activas distintos idiomas dialectos
Spanish,cada edicin trabaja forma independiente est obligada incluir contenido ediciones solo debe respetar polticas globales tale mantener punto vista neutral
Spanish,embargo comparten artculos imgenes diversas ediciones wikipedia travs repositorio wikimedia common solicitan traducciones organizadas artculos procedentes ediciones
Spanish,artculos traducidos representan solamente pequea parte total cualquiera
Spanish,cinco ediciones m artculos orden descendente ingls sueco neerlands alemn franc
Spanish,enero wikipedia contena ediciones activas varios desarrollo sumaban m millones artculos
Spanish,lista idiomas incluye idiomas artificiales esperanto lenguas indgenas aborgenes nhuatl maya lenguas islas andamn lenguas muertas latn chino clsico anglosajn
Spanish,marzo wikipedia ingls convirti primera superar milln artculos seguida diciembre wikipedia alemn septiembre wikipedia franc diciembre wikipedia neerlands enero wikipedia italiano mayo mismo ao wikipedia ruso mismo me wikipedia espaol junio wikipedia sueco septiembre wikipedia polaco
Spanish,primera mitad alcanzaron tambin milln artculos tres ediciones lenguas asiticas wikipedia vietnamita wikipedia samareo wikipedia cebuano
Spanish,siguiente lista diecisis mayores ediciones ordenadas nmero artculos
Spanish,cifras referenciadas respectivamente cada versin actuales
Spanish,muchas ediciones wikipedia sueca neerlandesa rusa utilizan bot creacin automtica esbozos razn nmero artculos necesariamente referencia vlida respecto calidad
Spanish,categorizacin diferente serum medium tamao artculo a wikipedia numerosos artculos apenas pocos byte quedara situada debajo menos entradas m trabajadas
Spanish,tambin tener cuenta muchas wikipedias ejemplo rusa japonesa china hebrea usan alfabetos latino silabarios sistemas ideogrmicos ello aumenta tamao base datos
Spanish,pas editan artculos
Spanish,segn estadsticas wikipedia ingresan mensualmente sitio millones dispositivos tomando promedio ltimos doce meses
Spanish,aparte sitio web elaborado versiones alternativas cumplen misin visualizar artculos pesar crticas censura artculos
Spanish,agosto fundacin wikimedia lanz aplicacin oficial wikipedia iphone ipod touch puede descargar app store
Spanish,aplicacin libre gratuita solo funciona iphone g versiones m recientes
Spanish,tambin versin android
Spanish,cuanto acceso mediante sitio web existan alternativas sitio wapedia embargo wikipedia cuenta propia versin mvil sitio disponible lnea
Spanish,versiones publicadas fundacin wikimedia distribuciones soporte fsico cd dvd cuales incluan versiones alemn polaco portugus ingls
Spanish,hace mediante software libre kiwix permite instalacin directa
Spanish,caractersticas permiten posible ser usadas computadoras conexin internet permitiendo interactividad comunicacin diferentes puestos ejemplo centros infantiles
Spanish,wikipedia servicios ofrecen versin impresa
Spanish,mediawiki incorporado herramienta recoleccin exportar artculos odf pdf
Spanish,tambin existe posibilidad imprimir libros va pediapress programa socio fundacin wikimedia mediante misma solicitud
Spanish,octubre china haba bloqueado acceso wikipedia pues gobierno bloquea habitualmente acceso sitios web considera subversivos filtra pginas internet trminos considera delicados
Spanish,ao despus wikipedia desbloqueada territorio chino aunque censura mantuvo parcialmente trminos sensibles tale tbet falun gong
Spanish,varios centros educativos unidos prohibieron uso wikipedia instalaciones considerarla fiable
Spanish,tambin mismo ao usuarios solicitaron travs sitio web care retirada imgenes mahoma artculos wikipedia
Spanish,caso peticin rechazada
Spanish,octubre debido aprobacin ley mordaza wikipedia italiano suspender actividades temor severas multas ejecutaran contenidos biogrficos
Spanish,manera similar enero versin inglesa autocensur protestar ley sopa da entero
Spanish,delegados twitter dick costolo consider sitio web cerrar negocio global solo asunto poltica nacional locura
Spanish,comunidad wikipedia red voluntarios veces conocidos wikipedistas veces simplemente llamados usuarios hacen aportaciones enciclopedia lnea wikipedia
Spanish,existe jerarqua ciertos editores elegidos tener mayor control editorial miembros comunidad
Spanish,emigh herring sostienen pocos usuarios activos actan concierto norma establecidas dentro sistema edicin abierta pueden alcanzar mximo control contenido producido dentro sistema literalmente borrando diversidad controversia inconsistencia homogeneizando vox contribuyentes
Spanish,comunidad tambin sido criticada responder quejas calidad artculo aconsejando persona quejan arreglar artculo s mismos
Spanish,profesor james h fetzer criticado wikipedia poda cambiar artculo s mismo garantizar imparcialidad wikipedia poltica desalienta edicin biografas sujetos mismos salvo casos claro revertir vandalismo correcciones desactualizacin datos errneos
Spanish,comunidad sido descrita culto aunque siempre connotaciones negativas
Spanish,wikipedia requiere usuarios identifiquen
Spanish,significa varias persona pueden utilizar cuenta m frecuentemente persona puede utilizar varias cuentas menudo intento influir contenido artculos ayudar crear consenso disputas editoriales
Spanish,ltima prctica conoce usuarios tteres desalienta activamente wikipedia
Spanish,proyectos wikipedia susningnu enciclopedia libre wikis artculos desarrollados numerosos autores existe criterio revisin formal
Spanish,wikipedia enciclopedia m grande cuanto nmero artculos palabras jam escrita
Spanish,contrario sucede muchas contenido est liberado bajo licencias contenido abierto
Spanish,caso wikipedia espaol cualquier persona posibilidad crear artculo nuevo casi cualquier visitante puede editar contenido excepcin artculos encuentran protegidos
Spanish,embargo inglesa usuarios registrados pueden comenzar artculos cero
Spanish,wikipedia creada idea producir textos calidad partir colaboracin usuarios semejanza proyectos desarrollo aplicaciones libres
Spanish,artculos evolucionan paso tiempo visible historial ediciones
Spanish,habitualmente parte ediciones vandlicas contenido relacionado wikipedia informacin falsa ocasiones editores puntos vista encontrados producen conoce guerra ediciones
Spanish,produce do m editores entran ciclo reversiones mutuas debido disputas causadas diferencias opinin contenido artculo
Spanish,confundir vandalismo frecuentemente afecta sola vez artculo artculos guerra ediciones afecta repetidas veces mismo artculo breve lapso
Spanish,artculos vandalizados frecuentemente edicin espaol destacan george w bush benedicto xvi testigos jehov mientras artculos fuertes guerras ediciones cuba comunidad valenciana debido disparidad opiniones redactores
Spanish,cada captulo wikipedia cuenta grupo personal encargado cooperacin
Spanish,dentro lista mencionan administradores cuyas funciones fundamentales hacer mantenimiento tal borrar artculos bloquear vndalos funciones servicio cumplimiento norma rigen
Spanish,captulo m administradores wikipedia ingls total m
Spanish,debido considerable popularidad existieron propuestas mascotas representaban wikipedia manera oficial
Spanish,primera aparecer wikpedo hormiga trabajadora dedicada mantenimiento contribuciones
Spanish,popularidad poca
Spanish,votacin ser remplazada abandonada comunidad eligi wikipetan personaje tipo ostan dibujada usuario diseador grfico proyecto anime manga
Spanish,obstante sido criticada ser sexuada considerado ofensivo partes comunidad
Spanish,wikipedia serie polticas establecidas propios participantes cuya finalidad conjunta mantener identidad proyecto enciclopedia promover calidad contenidos
Spanish,cada captulo wikipedia adopta propias polticas aunque comunes
Spanish,vez comunidad logra consenso aplicacin norma editores estn obligados respetarla
Spanish,polticas wikipedia proyecto dirigido literalmente mundo editable literalmente cualquier persona
Spanish,caracterstica constituye mayores ventajas tambin genus problema existen persona introducen deliberadamente informacin parcial bien creando planteamiento sesgado bien omitiendo puntos vista comparten interesan
Spanish,poltica encarga combatir dicho problema punto vista neutral bsicamente establece necesidad absoluta innegociable reunir artculos susceptibles polmica puntos vista significativos
Spanish,adems licencias contenido libre garantizan dicho contenido pueda ser reeditado cuantas veces necesario cualquier persona si propsito edicin mejora
Spanish,segn jimmy wale fundadores wikipedia colaboracin produce efectos positivos ampliamente aceptados
Spanish,ingeniero informtico formado filosofa joaqun siabra fraile wikipedia primero conjunto reglas procedimientos solo despus contenidos reglas mecanismo virtual diseado conseguir contenidos fruto consenso racional
Spanish,siabra dan wikipedista habermas consideraba criterios participante situacin ideal comunicacin verdad rectitud veracidad
Spanish,wikipedia debido condicin enciclopedia electrnica nimo lucro crecimiento permanente referente contenido nmero editores cuya inmensa mayora colabora forma altruista admite informacin tendra cabida enciclopedia convencional limitada ltima espacio fsico nmero tomos confina dicha informacin nmero editores contratados editorial tiempo dedicado confeccionar obra
Spanish,embargo toda informacin cabida existen criterios relevancia establecidos consenso comunitario tal modo aunque rechaza priori ningn artculo investigan nuevas creaciones descartan cumplen determinados requisitos
Spanish,ejemplo admiten artculos autopromocionales ninguna persona puede publicar artculo s misma persona cercana familiar ejemplo empresa trabaja
Spanish,tema goza mnima necesaria relevancia llega captar atencin menos algn medio comunicacin libro revista peridico reputado ltimos segn norma wikipedia debe acudirse crear artculo
Spanish,criterios estn contemplados varias polticas saber pginas autopromocin criterios borrado rpido wikipedia fuente primaria verificabilidad fuentes fiables
Spanish,segn declaraciones oficiosas bibliotecario administrador colombiano wikipedia espaol bibliotecarios wikipedia eliminan m artculos versiones wikipedia
Spanish,contenido textual est bajo licencias gnu creative common ltima versin actualiz mediante votacin abril mayo
Spanish,mediante lema enciclopedia libre entenda modo software libre producto distribucin gratuita restricciones
Spanish,a tambin considera software codificacin mediawiki bajo gpl
Spanish,redistribucin presenta requisito debe ser acreditada decir debe mencionarse atribucin licencia incluye sharealike adems necesario conservar licencia u similar evitando proteccin distribucin
Spanish,embargo haba trabajando cambio licencias creative common gfdl inicialmente diseada manuales software adecuada trabajos referencia lnea do licencias incompatibles
Spanish,cada autor editor ilustrador contribuye enciclopedia siempre atribuyen derechos autor segn convencin berna
Spanish,autor tambin puede copiar contenido permiso correspondiente caso contenido licencia libre embargo podr usarse contenido prohbe distribucin reproduccin modificacin manera ilcita ello limitara utilizacin seguridad acarreara problemas polticas
Spanish,ello wikipedia ingls puede aparecer cualquier imagen ilustrativa siempre haga manera lcita
Spanish,excepcin contenido varias caractersticas isologo marca corporativa est protegido permite distribucin previa autorizacin
Spanish,fundacin privacidad informacin tan importante prevencin vandalismo
Spanish,artculos revertidos incluso ocultados historial imagen ltimo consigue eliminacin informacin travs supresores disponen herramientas especficas ello
Spanish,modo ejemplo eliminan ediciones insultantes intimidatorias evitan sobrecargas confusas historial artculo
Spanish,cuanto comunidad usuarios ceden demasiada informacin propia comunidad decide salvar fcilmente cualquier amenaza
Spanish,ello permite atribuir manera annima minimiza trabajo
Spanish,administrar ejemplo realizan estadsticas organizar visitas artculos pudiendo ser usual censar comunidades
Spanish,cuanto atribucin creative common parte garantiza contenido derechos imagen cedido
Spanish,wikipedia alemn artculos publicados haber sido revisados editor experto
Spanish,est barajando posibilidad aplicar misma medida wikipedia ingls
Spanish,wikipedia est siendo editada mile persona mundo
Spanish,excepcin ciertas persona remuneradas fundacin wikimedia resto conocidos jerga wikipedia wikipedistas actan siempre manera gratuita voluntaria
Spanish,total comunidad est conformada m millones usuarios registrados mundo incluyendo m versin hispana mujeres
Spanish,pginas internas wikipedia dirigidas fundamentalmente colaboradores anima usuarios participar activamente proyecto
Spanish,diversas formas colaborar crear nuevos artculos ampliar existentes corregir textos cumplan convenciones estilo establecidas cuya informacin errnea inexacta clasificar artculos materia aadir imgenes materiales multimedia repositorio common retirar textos derechos autor aportar sugerencias m inexpertos sealar simplemente cualquier defecto encontrado finalidad corrijan
Spanish,actualmente administradores humanos sistemas mantenimiento robot trabajadores automticos mantenimiento
Spanish,colaborar necesario registrarse
Spanish,motivo contribuyentes registran conocidos usuarios annimos aparecen identificados ediciones nmero ip lugar alias
Spanish,registrados restringidas ciertas acciones votar toma decisiones
Spanish,wikipedia registro gratuito instantneo
Spanish,usuario registrado diferencia annimo identifica alias pgina usuario propianota adems poder personalizar interfaz edicin wiki
Spanish,condicin necesaria hora registrarse elegir alias resulte ofensivo difcil escribir
Spanish,usuarios llevan cierto tiempo editando wikipedia problemas asigna categora autoconfirmados ediciones aparecen pgina cambios recientes fondo diferente resto usuarios
Spanish,medida economa esfuerzos permite usuarios dedican combatir vandalismo revertir ediciones incorrectas basndose confianza usuarios abstengan comprobar ediciones modo focalicen labor resto ediciones disminuyendo volumen trabajo menor riesgo equivocarse
Spanish,da hoy edicin espaol registrados usuarios cuales menos usuarios activos usuarios realizado menos accin ltimos da
Spanish,acuerdo christian stegbauer socilogo alemn nmero colaboradores puede definirse si wikipedia democrtica
Spanish,propias palabras refirindose wikipedia alemn conclusin fondo menos persona deciden enciclopedia digital
Spanish,comprobado determinados usuarios crean llamadas cuentas propsito particular usuarios registran nico propsito introducir informacin beneficie propios intereses motivo numerosas ocasiones ediciones sesgadas parciales intiles punto vista enciclopdico
Spanish,segn anlisis publicado abril investigador espaol jos felipe ortega grupo libresoft universidad rey juan carlos wikipedia haba sufrido descenso notable editores toda versiones lingsticas
Spanish,noticia ampliamente recogida medios comunicacin
Spanish,ltima afirmacin desmentida jimmy wale fundador wikipedia
Spanish,pequea parte usuarios wikipedia alrededor usuarios activos ooooo total usuarios registrados wikipedia espaol dedica labores administrativas
Spanish,usuarios ejercen funciones tras ser propuestos parte u usuarios generalmente veteranos votacin democrtica abierta totalidad comunidad usuarios registrados requisitos norma dicha votacin cualquier votacin general recogen poltica llamada votaciones
Spanish,segn socilogo alemn christian stegbauer interesante administradores elegidos a obtienen especie legitimidad democrtica
Spanish,lado solo parte persona participa activamente dicha eleccin administradores
Spanish,si administrador propone candidato probabilidad ser elegido mayor si propuesta proviene miembro
Spanish,fundacin wikimedia describe siguientes cargo administrativos principales innecesarios editar s necesarios asuntos proteccin coordinacin software segn declaraciones oficiosas bibliotecario colombiano wikipedia espaol existe problema comunicacin bibliotecarios wikipedia ejercicio polticas persona consideran expertas determinados temas problema redunda perjuicio enciclopedia
Spanish,tambin afirma bibliotecarios wikipedia espaol eliminan m artculos versiones wikipedia
Spanish,cualquier caso declaraciones usuarios wikipedia ostenten cargo administrativo deben tomarse mera opinin personal menor representatividad puesto si bien bibliotecarios elegidos democrticamente resto usuarios funciones encuentran representar comunidad wikipedia establecer autoridad m all confiera ejercicio polticas
Spanish,regularmente operan wikipedia varios sistemas edicin automtica
Spanish,denominan bot contraccin robot cumplen realizacin ciertas tareas tediosas editores creacin enlaces distintas ediciones enciclopedia pequeos ajustes internos cdigo wiki correccin faltas ortogrficas etc
Spanish,ediciones wikipedia utilizan tambin bot creacin masiva artculos normalmente esbozos
Spanish,ser considerados tale deben tener menos afijo bot supervisor usuario propietario
Spanish,wikipedia ejecuta software libre mediawiki
Spanish,mediawiki fase iii programa cuya historia desarrollo siguiente instalan varias extensiones mediawiki ampliar funcionalidad software mediawiki
Spanish,julio despus extensas pruebas beta extensin wysiwyg editor visual abri uso pblico
Spanish,caracterstica cambi predeterminada despus
Spanish,wikipedia actualmente ejecuta grupos dedicados servidores linux principalmente ubuntu
Spanish,diciembre haba florida msterdam
Spanish,enero wikipedia haba migrado centro datos primario instalacin equinix ashburn virginia
Spanish,wikipedia haba instalado clster almacenamiento cach instalacin equinix singapur primera tipo asia
Spanish,nota debe confundirse wikipedia fundacin wikimedia organizacin gubernamental mantiene sitio web wikipedia
Spanish,sitio web wikipedia est mantenido exclusivamente fundacin wikimedia organizacin nimo lucro instituida bajo leyes florida unidos cuya finalidad promover mundo apoyo econmico social varios proyectos colaborativos contenido libre
Spanish,existencia oficialmente anunciada director general bomis cofundador wikipedia jimbo wale junio
Spanish,do proyectos fundacin wikimedia actan complementos resto proyectos incluyendo wikipedia
Spanish,almacn contenido multimedia editores resto proyectos pueden incrustar modo ilustraciones encarga software sustenta proyectos contenidos cabida wikipedia ser informacin enciclopdica
Spanish,ello desarrollado varios proyectos hermanos independientes s recogen tipo informacin
Spanish,tambin multilinges libres estn administrados fundacin wikimedia
Spanish,wikipedia sitios web m visitados referenciados mundo internet consecuentemente primeros sitios incluso primero casos aparecen resultados motores bsqueda
Spanish,hecho sumado influencia cada vez mayor internet persona trae consecuencia enorme impacto popular enciclopedia colaborativa niveles impacto va acrecentando medida pasa tiempo
Spanish,ltimos aos wikipedia influyendo notablemente medios comunicacin periodsticos cuales numerosas ocasiones copiaron informacin web enciclopdica mayora veces citar fuente
Spanish,respecto bastante ilustrativo experimento realizado shane fitzerald estudiante universitario dublin aos publicado mayo peridico irishtimescom tras enterarse fallecimiento maurice jarre unas horas shane edit artculo correspondiente compositor incluir cita ficticia despus cita apareci secciones necrolgicas peridicos the guardian the london independent sitio web the bbc music magazine peridicos india australia
Spanish,experimento demuestra fuerza internet escala global
Spanish,periodistas usaron cita obviamente confiaron wikipedia fuente informacin tal vez podan permitirse lujo realizar investigaciones ulteriores bajo presin necesidad ser primeros publicar cita resultado proporcionaron lectores informacin falsa
Spanish,cuanto wikipedia errores normalmente corrigen prontitud aunque casos relatado suficiente adelantarse acontecimientos
Spanish,tipo experimentos raramente realizan wikipedia editores descubiertos reciben parte administradores severos castigos funcin gravedad falta pueden llegar bloqueo direccin ip perpetuidad
Spanish,parte existen persona acusan wikipedia difamacin ilustrativo caso alejandro pea esclusa afirmaba gobierno pa llevando l campaa colabor enciclopedia
Spanish,cualquier caso wikipedia proyecto fuente primaria basa serie polticas promueven verificabilidad uso fuentes fidedignas reputadas
Spanish,partir punto wikipedia delega cualquier tipo responsabilidad momento publica nombre fuente obtuvo informacin
Spanish,ah cosas importancia verificabilidad cinco pilares bsicos sustenta proyecto
Spanish,producido varios casos dirigentes polticos persona prximas modificaron artculos wikipedia interesadamente
Spanish,orden cosas creado versiones parodian
Spanish,m conocidas encuentran ingls uncyclopedia encyclopdia dramatica espaol frikipedia inciclopedia
Spanish,historietas humorsticas skeletor aparece vandalizando artculo heman
Spanish,debido mritos popularidad sitio web obtenido largo aos varios galardones menciones
Spanish,muestras siguientes usuarios wikipedia organizan eventos regulares ocasionales objetivo promover creacin edicin artculos
Spanish,ejemplo cre proyecto llamado wikireto k dedicado aumentar nmero artculos lleg final ao artculos wikipedia espaol
Spanish,proyectos tipo similares organizan cada ao
Spanish,lado existe serie proyectos incluidos propio sitio web reciben nombre wikiproyectos cada cuales dedica trabajar tema especfico correcciones ortogrficas creacin ampliacin artculos determinado campo manejo ilustraciones etc
Spanish,sitio web expresado impresiones personales sitio produce
Spanish,ejemplo vicente verd artculo versin digital peridico pa describi experiencia usar wikipedia divertida multitudinaria manera gozar jugar amar pasar rato
Spanish,parte artculo opinin terra network per consideraba uso desordenado excesivo causaba wiki adiccin
Spanish,entrevista jimmy wale representante fundacin wikimedia efe explic creencia expansin internet pas ampliara uso wikipedia lugares subdesarrollados creando modo conexin culturas
Spanish,motivo dcimo aniversario wikipedia mismo wale declar deseo wikipedia alcanzase millones usuarios
Spanish,mbito econmico alex konanykhin fundador presidente wikiexpertsus perteneciente wikimedia present wale propuesta colaboracin
Spanish,plan consista ofrecer servicios red escritores contrato toda empresas entidades cumpliesen requisitos rigor exigidos wikipedia crearles propios artculos forma enciclopdica
Spanish,segn konanykhin modelo financiero asegurara futuro wikipedia
Spanish,obstante wikipedia lejos presentar apuros econmicos batido rcord recaudacin campaa efectuada ejercicio millones dlares procedentes donantes pas ello tan solo me medio
Spanish,crtica wikipedia sido dirigida hacia contenido procedimientos carcter prcticas comunidad wikipedia a naturaleza enciclopedia fuentes abiertas cualquiera puede editar
Spanish,principales preocupaciones crticos fiabilidad contenido escritura prosa organizacin artculos a existencia sesgos sistmicos gnero raciales comunidad editorial
Spanish,wikipedia tambin sido criticada manejo desigual aceptacin retencin artculos temas polmicos
Spanish,controversia fiabilidad precisin
Spanish,revista cientfica nature declar diciembre wikipedia ingls casi tan exacta artculos cientficos encyclopaedia britannica
Spanish,estudio realiz comparando artculos ambas obras comit expertos supieran cul do enciclopedias provenan
Spanish,resultado wikipedia tena casi mismo nivel precisin enciclopedia britnica tena promedio error m artculo
Spanish,lado segn consta reportaje publicado junio peridico espaol pa estudio dirigido periodista franc pierre assouline realizado grupo alumnos mster periodismo instituto estudios polticos par analizar fiabilidad proyecto materializ libro revolucin wikipedia alianza editorial cuyas conclusiones bastante crticas
Spanish,cosas afirmaba estudio nature estricto sesgado a segn propio estudio britannica continuaba siendo m fiable wikipedia
Spanish,nacimiento larry sanger discrep posible falta veracidad siguieron despus autores caso aria maldonado p assouline et
Spanish,
Spanish,incluso defienden obra documentada caso tim oreilly colocan ltimos puestos
Spanish,ndesanjo macha indica muchas veces m enriquecedor est discusiones artculo propiamente dicho all pueden reflejarse mejor distintos puntos vista laguna existentes
Spanish,bob mchenry exeditor enciclopedia britnica mayores riesgos enfrenta wikipedia entrada persona convencidas punto vista verdadero impidiendo incluir cualquier
Spanish,razn realmente valioso puede aparecer discusiones artculo confirma ndesanjo macha
Spanish,assouline et
Spanish,p wikipedia est matando valores verificacin consulta fuentes primarias deben tener periodistas historiadores profesionales conocimiento general
Spanish,segn autor enciclopedia lnea tambin instrumento ideal desinformar ser editada partidos polticos grupos presin
